Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2024/05/23,SPY,SPY,S,CBOE,876392
2024/05/24,SPY,SPY,S,CBOE,765140
2024/05/28,SPY,SPY,S,CBOE,653778
2024/05/29,SPY,SPY,S,CBOE,614960
2024/05/30,SPY,SPY,S,CBOE,661535
2024/05/31,SPY,SPY,S,CBOE,889362
2024/06/03,SPY,SPY,S,CBOE,946799
2024/06/04,SPY,SPY,S,CBOE,806835
2024/06/05,SPY,SPY,S,CBOE,829278
2024/06/06,SPY,SPY,S,CBOE,1442587
2024/06/07,SPY,SPY,S,CBOE,777956
2024/06/10,SPY,SPY,S,CBOE,664900
2024/06/11,SPY,SPY,S,CBOE,667998
2024/06/12,SPY,SPY,S,CBOE,884820
2024/06/13,SPY,SPY,S,CBOE,713463
2024/06/14,SPY,SPY,S,CBOE,948365
2024/06/17,SPY,SPY,S,CBOE,900555
2024/06/18,SPY,SPY,S,CBOE,701591
2024/06/20,SPY,SPY,S,CBOE,759215
2024/06/21,SPY,SPY,S,CBOE,606199
2024/06/24,SPY,SPY,S,CBOE,589073
2024/06/25,SPY,SPY,S,CBOE,601970
2024/06/26,SPY,SPY,S,CBOE,615521
2024/06/27,SPY,SPY,S,CBOE,580730
2024/06/28,SPY,SPY,S,CBOE,978000
2024/07/01,SPY,SPY,S,CBOE,785007
2024/07/02,SPY,SPY,S,CBOE,753009
2024/07/03,SPY,SPY,S,CBOE,536757
2024/07/05,SPY,SPY,S,CBOE,594153
2024/07/08,SPY,SPY,S,CBOE,594519
2024/07/09,SPY,SPY,S,CBOE,563939
2024/07/10,SPY,SPY,S,CBOE,846730
2024/07/11,SPY,SPY,S,CBOE,849523
2024/07/12,SPY,SPY,S,CBOE,906980
2024/07/15,SPY,SPY,S,CBOE,1158234
2024/07/16,SPY,SPY,S,CBOE,732401
2024/07/17,SPY,SPY,S,CBOE,782568
2024/07/18,SPY,SPY,S,CBOE,977375
2024/07/19,SPY,SPY,S,CBOE,989413
2024/07/22,SPY,SPY,S,CBOE,737416
2024/07/23,SPY,SPY,S,CBOE,699211
2024/07/24,SPY,SPY,S,CBOE,966884
2024/07/25,SPY,SPY,S,CBOE,1027891
2024/07/26,SPY,SPY,S,CBOE,802126
2024/07/29,SPY,SPY,S,CBOE,774390
2024/07/30,SPY,SPY,S,CBOE,730510
2024/07/31,SPY,SPY,S,CBOE,922659
2024/08/01,SPY,SPY,S,CBOE,1059919
2024/08/02,SPY,SPY,S,CBOE,870232
2024/08/05,SPY,SPY,S,CBOE,841987
2024/08/06,SPY,SPY,S,CBOE,882693
2024/08/07,SPY,SPY,S,CBOE,1007277
2024/08/08,SPY,SPY,S,CBOE,955758
2024/08/09,SPY,SPY,S,CBOE,1086873
2024/08/12,SPY,SPY,S,CBOE,831885
2024/08/13,SPY,SPY,S,CBOE,1206008
2024/08/14,SPY,SPY,S,CBOE,776227
2024/08/15,SPY,SPY,S,CBOE,1519192
2024/08/16,SPY,SPY,S,CBOE,1323082
2024/08/19,SPY,SPY,S,CBOE,856919
2024/08/20,SPY,SPY,S,CBOE,794341
2024/08/21,SPY,SPY,S,CBOE,702020
2024/08/22,SPY,SPY,S,CBOE,1084532
2024/08/23,SPY,SPY,S,CBOE,1461672
2024/08/26,SPY,SPY,S,CBOE,1058408
2024/08/27,SPY,SPY,S,CBOE,628282
2024/08/28,SPY,SPY,S,CBOE,631715
2024/08/29,SPY,SPY,S,CBOE,1048625
2024/08/30,SPY,SPY,S,CBOE,906254
2024/09/03,SPY,SPY,S,CBOE,862556
2024/09/04,SPY,SPY,S,CBOE,729453
2024/09/05,SPY,SPY,S,CBOE,746639
2024/09/06,SPY,SPY,S,CBOE,850958
2024/09/09,SPY,SPY,S,CBOE,593524
2024/09/10,SPY,SPY,S,CBOE,725511
2024/09/11,SPY,SPY,S,CBOE,1016100
2024/09/12,SPY,SPY,S,CBOE,1406032
2024/09/13,SPY,SPY,S,CBOE,940365
2024/09/16,SPY,SPY,S,CBOE,1013849
2024/09/17,SPY,SPY,S,CBOE,868932
2024/09/18,SPY,SPY,S,CBOE,784075
2024/09/19,SPY,SPY,S,CBOE,1237543
2024/09/20,SPY,SPY,S,CBOE,824650
2024/09/23,SPY,SPY,S,CBOE,616599
2024/09/24,SPY,SPY,S,CBOE,649484
2024/09/25,SPY,SPY,S,CBOE,640110
2024/09/26,SPY,SPY,S,CBOE,644431
2024/09/27,SPY,SPY,S,CBOE,575379
2024/09/30,SPY,SPY,S,CBOE,642033
2024/10/01,SPY,SPY,S,CBOE,949811
2024/10/02,SPY,SPY,S,CBOE,810629
2024/10/03,SPY,SPY,S,CBOE,928086
2024/10/04,SPY,SPY,S,CBOE,1748025
2024/10/07,SPY,SPY,S,CBOE,903213
2024/10/08,SPY,SPY,S,CBOE,913658
2024/10/09,SPY,SPY,S,CBOE,894822
2024/10/10,SPY,SPY,S,CBOE,879787
2024/10/11,SPY,SPY,S,CBOE,1175328
2024/10/14,SPY,SPY,S,CBOE,794661
2024/10/15,SPY,SPY,S,CBOE,973912
2024/10/16,SPY,SPY,S,CBOE,732482
2024/10/17,SPY,SPY,S,CBOE,883215
2024/10/18,SPY,SPY,S,CBOE,704561
2024/10/21,SPY,SPY,S,CBOE,861378
2024/10/22,SPY,SPY,S,CBOE,833068
2024/10/23,SPY,SPY,S,CBOE,1049404
2024/10/24,SPY,SPY,S,CBOE,840023
2024/10/25,SPY,SPY,S,CBOE,955741
2024/10/28,SPY,SPY,S,CBOE,683846
2024/10/29,SPY,SPY,S,CBOE,666719
2024/10/30,SPY,SPY,S,CBOE,928882
2024/10/31,SPY,SPY,S,CBOE,1014737
2024/11/01,SPY,SPY,S,CBOE,891239
2024/11/04,SPY,SPY,S,CBOE,754491
2024/11/05,SPY,SPY,S,CBOE,1091694
2024/11/06,SPY,SPY,S,CBOE,941110
2024/11/07,SPY,SPY,S,CBOE,785131
2024/11/08,SPY,SPY,S,CBOE,818642
2024/11/11,SPY,SPY,S,CBOE,598988
2024/11/12,SPY,SPY,S,CBOE,883984
2024/11/13,SPY,SPY,S,CBOE,790885
2024/11/14,SPY,SPY,S,CBOE,1029674
2024/11/15,SPY,SPY,S,CBOE,1224831
2024/11/18,SPY,SPY,S,CBOE,802798
2024/11/19,SPY,SPY,S,CBOE,858551
2024/11/20,SPY,SPY,S,CBOE,716155
2024/11/21,SPY,SPY,S,CBOE,977903
2024/11/22,SPY,SPY,S,CBOE,755333
2024/11/25,SPY,SPY,S,CBOE,1256593
2024/11/26,SPY,SPY,S,CBOE,1136042
2024/11/27,SPY,SPY,S,CBOE,836145
2024/11/29,SPY,SPY,S,CBOE,647346
2024/12/02,SPY,SPY,S,CBOE,846910
2024/12/03,SPY,SPY,S,CBOE,684320
2024/12/04,SPY,SPY,S,CBOE,722821
2024/12/05,SPY,SPY,S,CBOE,743573
2024/12/06,SPY,SPY,S,CBOE,675951
2024/12/09,SPY,SPY,S,CBOE,756904
2024/12/10,SPY,SPY,S,CBOE,660925
2024/12/11,SPY,SPY,S,CBOE,691465
2024/12/12,SPY,SPY,S,CBOE,731071
2024/12/13,SPY,SPY,S,CBOE,823657
2024/12/16,SPY,SPY,S,CBOE,631962
2024/12/17,SPY,SPY,S,CBOE,752694
2024/12/18,SPY,SPY,S,CBOE,978104
2024/12/19,SPY,SPY,S,CBOE,1009092
2024/12/20,SPY,SPY,S,CBOE,1139790
2024/12/23,SPY,SPY,S,CBOE,1475666
2024/12/24,SPY,SPY,S,CBOE,1339399
2024/12/26,SPY,SPY,S,CBOE,709121
2024/12/27,SPY,SPY,S,CBOE,1193825
2024/12/30,SPY,SPY,S,CBOE,990925
2024/12/31,SPY,SPY,S,CBOE,1004716
2025/01/02,SPY,SPY,S,CBOE,1067819
2025/01/03,SPY,SPY,S,CBOE,1090438
2025/01/06,SPY,SPY,S,CBOE,1229719
2025/01/07,SPY,SPY,S,CBOE,1109559
2025/01/08,SPY,SPY,S,CBOE,1050120
2025/01/10,SPY,SPY,S,CBOE,1154310
2025/01/13,SPY,SPY,S,CBOE,888664
2025/01/14,SPY,SPY,S,CBOE,1007822
2025/01/15,SPY,SPY,S,CBOE,989294
2025/01/16,SPY,SPY,S,CBOE,906184
2025/01/17,SPY,SPY,S,CBOE,985695
